"Date"	"Hour"	"Original"	"Predicted"	"Relative Error"
"296"	"2014-05-13"	7	996	1021	-0.025304898449875
"297"	"2014-05-13"	8	876	909	-0.0385581843191459
"298"	"2014-05-13"	9	987	921	0.0662794237554349
"299"	"2014-05-13"	10	938	948	-0.0111740633433544
"300"	"2014-05-13"	11	968	934	0.0348653003541102
"301"	"2014-05-13"	12	815	861	-0.0569417104326653
"302"	"2014-05-13"	13	697	779	-0.118126006630421
"303"	"2014-05-13"	14	837	732	0.124930022181338
"304"	"2014-05-13"	15	857	824	0.0382548012638599
"305"	"2014-05-13"	16	835	863	-0.0337396073992439
"306"	"2014-05-13"	17	770	829	-0.077714008358175
"307"	"2014-05-13"	18	599	602	-0.00501742478686807
"308"	"2014-05-13"	19	372	361	0.0272937224143083
"309"	"2014-05-13"	20	192	195	-0.0181401346504092
"310"	"2014-05-13"	21	88	97	-0.108095904473441
"311"	"2014-05-13"	22	48	51	-0.0722610853339692
"312"	"2014-05-13"	23	44	34	0.212145854176442
"313"	"2014-05-14"	0	61	62	-0.0189297576223152
"314"	"2014-05-14"	1	119	134	-0.132246029012537
"315"	"2014-05-14"	2	233	225	0.0323489243866388
"316"	"2014-05-14"	3	421	356	0.152032223243761
"317"	"2014-05-14"	4	619	651	-0.0518825166006748
"318"	"2014-05-14"	5	813	826	-0.0165656914771355
"319"	"2014-05-14"	6	976	966	0.00937171869684027
"320"	"2014-05-14"	7	952	980	-0.0302216498289707
"321"	"2014-05-14"	8	853	879	-0.0305200586678108
"322"	"2014-05-14"	9	908	903	0.0053966296874879
"323"	"2014-05-14"	10	851	890	-0.0464471837009054
"324"	"2014-05-14"	11	850	865	-0.0177027255139696
"325"	"2014-05-14"	12	686	776	-0.131281363473368
"326"	"2014-05-14"	13	652	679	-0.0418933204930109
"327"	"2014-05-14"	14	672	699	-0.041374548775757
"328"	"2014-05-14"	15	708	695	0.0176224176604048
"329"	"2014-05-14"	16	179	713	-2.98579744883171
"330"	"2014-05-14"	17	1	218	-217.295310540699
"331"	"2014-05-14"	18	6	3	0.417274057387847
"332"	"2014-05-14"	19	15	12	0.184907934389248
"333"	"2014-05-14"	20	110	25	0.7692636436147
"334"	"2014-05-14"	21	93	65	0.296200501628303
"335"	"2014-05-14"	22	50	33	0.338860427312261
"336"	"2014-05-14"	23	40	24	0.392380228443138
"337"	"2014-05-15"	0	53	40	0.229048793633428
"338"	"2014-05-15"	1	117	105	0.0971425268016756
"339"	"2014-05-15"	2	238	199	0.159953758520078
"340"	"2014-05-15"	3	355	327	0.0773388868555821
"341"	"2014-05-15"	4	537	501	0.0668988039145196
"342"	"2014-05-15"	5	663	654	0.0124396178370266
"343"	"2014-05-15"	6	830	752	0.0936879331252578
"344"	"2014-05-15"	7	859	786	0.0845342379019653
"345"	"2014-05-15"	8	896	733	0.181870600645049
"346"	"2014-05-15"	9	968	851	0.120113130352415
"347"	"2014-05-15"	10	918	838	0.0868647121815154
"348"	"2014-05-15"	11	774	820	-0.0595912543813294
"349"	"2014-05-15"	12	705	648	0.0796814503661119
"350"	"2014-05-15"	13	726	638	0.120237449237853
"351"	"2014-05-15"	14	694	706	-0.0184666568275153
"352"	"2014-05-15"	15	712	659	0.0733418520114571
"353"	"2014-05-15"	16	780	615	0.210455003417494
"354"	"2014-05-15"	17	754	505	0.329769685309942
"355"	"2014-05-15"	18	566	577	-0.0199016787809689
"356"	"2014-05-15"	19	296	320	-0.0832175702917026
"357"	"2014-05-15"	20	188	166	0.112139066919885
"358"	"2014-05-15"	21	98	91	0.0637570686158751
"359"	"2014-05-15"	22	44	54	-0.228170375297112
"360"	"2014-05-15"	23	37	31	0.147050158841698
